Land Use,Property Address,Sale Date,Sale Price,Acreage,Neighborhood,Land Value,Building Value,Total Value,Finished Area,Foundation Type,Year Built,Exterior Wall,Grade,Bedrooms,Full Bath,Half Bath,SaleDT
SINGLE FAMILY,625  MCMURRAY DR,2013-05-24,155000.0,0.29,4028,36500.0,115900.0,152400.0,1728.0,CRAWL,1965.0,BRICK,C   ,3.0,2.0,0.0,2013-05-24
SINGLE FAMILY,625  SHELBY AVE,2015-05-22,345000.0,0.2,2326,60000.0,214500.0,278500.0,1978.0,PT BSMT,1920.0,BRICK,C   ,3.0,2.0,0.0,2015-05-22
SINGLE FAMILY,625  SUE DR,2015-03-13,132900.0,0.32,3929,24000.0,83900.0,107900.0,1739.0,SLAB,1974.0,BRICK,C   ,4.0,2.0,0.0,2015-03-13
SINGLE FAMILY,625  WESTBORO DR,2013-06-06,50000.0,0.41,3329,24000.0,8300.0,32300.0,1247.79999,FULL BSMT,1961.0,BRICK,C   ,1.0,1.0,0.0,2013-06-06
SINGLE FAMILY,625  WESTOVER AVE,2013-06-26,659000.0,0.36,4328,363800.0,303400.0,669500.0,2613.0,FULL BSMT,1935.0,BRICK,B   ,4.0,3.0,0.0,2013-06-26
SINGLE FAMILY,625 ATLANTA  DR,2016-08-15,150000.0,0.3,6228,27000.0,79400.0,106400.0,1175.0,CRAWL,1971.0,BRICK,C   ,3.0,1.0,1.0,2016-08-15
SINGLE FAMILY,625 MYRTLE  ST,2016-09-06,155500.0,0.19,1926,24000.0,23100.0,47100.0,768.0,CRAWL,1930.0,FRAME,D   ,1.0,1.0,0.0,2016-09-06
SINGLE FAMILY,625 SHADY  LN,2016-06-30,290000.0,0.48,2726,58500.0,140800.0,208000.0,1486.0,FULL BSMT,1946.0,BRICK,C   ,4.0,1.0,1.0,2016-06-30
SINGLE FAMILY,625 SUE  DR,2016-09-27,170000.0,0.32,3929,24000.0,83900.0,107900.0,1739.0,SLAB,1974.0,BRICK,C   ,4.0,2.0,0.0,2016-09-27
SINGLE FAMILY,626  HARDING PL,2015-05-19,215000.0,0.29,4026,30200.0,134100.0,164300.0,1200.0,CRAWL,1961.0,BRICK,C   ,3.0,1.0,1.0,2015-05-19
SINGLE FAMILY,626  HUNTINGTON PKWY,2015-09-22,201000.0,0.24,4028,34000.0,134700.0,168700.0,1796.0,SLAB,1970.0,BRICK/FRAME,C   ,4.0,1.0,1.0,2015-09-22
SINGLE FAMILY,626  PHILWOOD DR,2013-11-26,117500.0,0.51,4131,24000.0,85900.0,109900.0,1189.0,CRAWL,1955.0,BRICK,C   ,3.0,1.0,0.0,2013-11-26
SINGLE FAMILY,626  WATSONWOOD DR,2015-06-15,202000.0,0.39,4028,32000.0,126600.0,158600.0,1420.0,CRAWL,1956.0,BRICK,C   ,3.0,1.0,0.0,2015-06-15
SINGLE FAMILY,627  BLACKSTONE AVE,2015-03-10,149900.0,0.26,6927,16000.0,109500.0,130500.0,1656.0,CRAWL,1949.0,BRICK,C   ,4.0,1.0,0.0,2015-03-10
SINGLE FAMILY,627  ELAINE DR,2014-12-12,204000.0,0.35,4026,35500.0,132400.0,167900.0,1325.0,CRAWL,1962.0,BRICK,C   ,3.0,1.0,1.0,2014-12-12
SINGLE FAMILY,627  N 9TH ST,2013-03-01,185500.0,0.27,1926,24000.0,141600.0,166900.0,1817.0,PT BSMT,1935.0,FRAME,C   ,4.0,1.0,0.0,2013-03-01
SINGLE FAMILY,627  PACES FERRY DR,2013-12-27,160000.0,0.29,4131,22000.0,215200.0,237200.0,3884.0,SLAB,1965.0,BRICK,C   ,3.0,3.0,0.0,2013-12-27
SINGLE FAMILY,627  ROYAL OAKS PL,2016-04-29,1845000.0,0.72,9026,486000.0,665600.0,1151600.0,5008.0,CRAWL,2015.0,BRICK,X   ,4.0,4.0,1.0,2016-04-29
SINGLE FAMILY,628  ANNEX AVE,2015-06-30,88000.0,0.19,3329,18000.0,0.0,18000.0,,,,,,,,,2015-06-30
SINGLE FAMILY,628  BEL AIR DR,2015-04-14,161500.0,1.3,3027,25500.0,132300.0,157800.0,2110.0,PT BSMT,1958.0,BRICK,C   ,2.0,1.0,0.0,2015-04-14
SINGLE FAMILY,628  BENTON AVE,2015-06-25,355000.0,0.18,3127,32000.0,212400.0,249000.0,2001.0,PT BSMT,1930.0,BRICK,C   ,4.0,2.0,0.0,2015-06-25
SINGLE FAMILY,628  CARMEL AVE,2014-03-12,50000.0,0.34,6927,20000.0,70300.0,90300.0,1175.0,CRAWL,1955.0,BRICK,C   ,2.0,1.0,0.0,2014-03-12
SINGLE FAMILY,628  GAILWOOD LN,2013-06-13,105000.0,0.93,4131,24000.0,83800.0,107800.0,1025.0,CRAWL,1957.0,BRICK,C   ,2.0,1.0,0.0,2013-06-13
SINGLE FAMILY,628  GALAXIE DR,2015-04-09,212000.0,0.26,3328,31000.0,124300.0,155300.0,1833.0,SLAB,1966.0,BRICK,C   ,3.0,1.0,1.0,2015-04-09
SINGLE FAMILY,628  HARDING PL,2015-07-07,250000.0,0.29,4026,30200.0,150500.0,180700.0,1499.0,CRAWL,1961.0,BRICK,C   ,3.0,1.0,1.0,2015-07-07
SINGLE FAMILY,628  HOGAN RD,2015-09-15,300000.0,0.48,4026,46000.0,192800.0,238800.0,1835.0,CRAWL,1955.0,BRICK,C   ,2.0,1.0,1.0,2015-09-15
SINGLE FAMILY,628  MONTE CARLO DR,2015-02-25,189900.0,0.34,4079,25000.0,138900.0,163900.0,1881.0,FULL BSMT,1983.0,BRICK,C   ,4.0,2.0,0.0,2015-02-25
SINGLE FAMILY,628  SKYVIEW DR,2014-01-27,210000.0,0.26,2726,63000.0,256500.0,319500.0,2343.71997,FULL BSMT,1948.0,BRICK,C   ,3.0,3.0,1.0,2014-01-27
SINGLE FAMILY,628  ST CLOUD DR,2013-12-11,108900.0,0.19,3928,17000.0,94500.0,111500.0,2200.0,FULL BSMT,1976.0,BRICK,C   ,3.0,2.0,1.0,2013-12-11
SINGLE FAMILY,628  VINSON DR,2014-05-16,140000.0,0.92,3027,23000.0,97000.0,120000.0,1336.0,CRAWL,1955.0,BRICK,C   ,3.0,1.0,1.0,2014-05-16
SINGLE FAMILY,628  WATSONWOOD DR,2015-06-08,205000.0,0.37,4028,32000.0,111200.0,143200.0,1333.0,CRAWL,1958.0,BRICK/FRAME,C   ,3.0,1.0,0.0,2015-06-08
SINGLE FAMILY,628 VIVIAN  DR,2016-08-12,265000.0,0.41,4028,34000.0,132800.0,166800.0,1783.54999,FULL BSMT,1971.0,BRICK,C   ,3.0,2.0,0.0,2016-08-12
SINGLE FAMILY,629  GAYLEMORE DR,2013-06-07,189900.0,1.07,6826,40000.0,203600.0,243600.0,2913.92004,FULL BSMT,2006.0,BRICK,C   ,4.0,4.0,0.0,2013-06-07
SINGLE FAMILY,629  HARPETH BEND DR,2013-05-17,217000.0,0.79,6737,48600.0,125300.0,173900.0,1906.0,PT BSMT,1966.0,BRICK,C   ,3.0,1.0,1.0,2013-05-17
SINGLE FAMILY,629  KINSEY BLVD,2015-08-31,96000.0,0.64,6927,25000.0,50100.0,82800.0,880.0,CRAWL,1958.0,FRAME,C   ,3.0,1.0,0.0,2015-08-31
SINGLE FAMILY,629  MAPLEWOOD LN,2014-04-15,275000.0,0.43,4830,26000.0,172800.0,198800.0,1692.0,CRAWL,2006.0,FRAME,B   ,3.0,2.0,0.0,2014-04-15
SINGLE FAMILY,629  MONTE CARLO DR,2014-10-06,151000.0,0.32,4079,25000.0,96400.0,123600.0,1385.0,SLAB,1977.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2014-10-06
SINGLE FAMILY,629  NASHUA LN,2013-12-18,136900.0,0.13,3329,18000.0,125300.0,147300.0,1800.0,SLAB,1971.0,BRICK,C   ,3.0,1.0,0.0,2013-12-18
SINGLE FAMILY,629  NEELYS BEND RD,2014-10-20,112500.0,0.23,6927,16000.0,81800.0,114300.0,1176.0,CRAWL,1948.0,BRICK,C   ,2.0,1.0,0.0,2014-10-20
SINGLE FAMILY,629  NETHERLANDS DR,2015-09-11,180000.0,0.32,6228,27000.0,129100.0,156100.0,2012.0,CRAWL,1977.0,BRICK,C   ,3.0,2.0,0.0,2015-09-11
SINGLE FAMILY,629  ROCHELLE DR,2015-03-09,331000.0,0.4,4026,47000.0,254500.0,301500.0,1558.0,PT BSMT,1960.0,BRICK,C   ,3.0,1.0,1.0,2015-03-09
SINGLE FAMILY,629  WHISPERING HILLS DR,2014-11-14,192000.0,0.44,4028,32000.0,106800.0,138800.0,1450.0,CRAWL,1964.0,BRICK,C   ,3.0,1.0,1.0,2014-11-14
SINGLE FAMILY,629 B  JAMES AVE,2016-01-06,153000.0,0.26,3329,18000.0,73600.0,91600.0,968.0,CRAWL,1990.0,FRAME,D   ,3.0,2.0,0.0,2016-01-06
SINGLE FAMILY,629 COTTONWOOD  DR,2016-05-13,155000.0,0.41,4131,19000.0,79600.0,117500.0,1188.0,CRAWL,1953.0,FRAME,C   ,2.0,1.0,0.0,2016-05-13
SINGLE FAMILY,629 NEILL  AVE,2016-08-24,215000.0,0.14,1926,21600.0,115500.0,138300.0,1067.0,CRAWL,1925.0,FRAME,C   ,3.0,1.0,0.0,2016-08-24
SINGLE FAMILY,63  MAURY ST,2016-04-08,105000.0,0.13,1426,7500.0,49200.0,56700.0,1468.0,CRAWL,1900.0,FRAME,D   ,3.0,1.0,0.0,2016-04-08
SINGLE FAMILY,63  SCOBEY DR,2015-12-22,130000.0,0.34,3132,18000.0,93700.0,113200.0,1032.0,CRAWL,1950.0,FRAME,C   ,2.0,1.0,0.0,2015-12-22
SINGLE FAMILY,63  WHITSETT RD,2015-04-27,120000.0,0.58,3126,26000.0,112900.0,138900.0,1550.0,CRAWL,1955.0,BRICK,D   ,3.0,2.0,0.0,2015-04-27
SINGLE FAMILY,63 JONELL  DR,2016-08-02,151000.0,0.34,3130,18000.0,70700.0,92700.0,984.0,CRAWL,1951.0,FRAME,C   ,2.0,1.0,0.0,2016-08-02
SINGLE FAMILY,630  DAVIDSON RD,2014-07-30,280000.0,0.95,4426,135000.0,119800.0,254800.0,1617.0,CRAWL,1958.0,BRICK,C   ,3.0,1.0,1.0,2014-07-30
SINGLE FAMILY,630  HARPETH BEND DR,2015-04-02,210000.0,0.4,6737,45000.0,106800.0,151800.0,1500.0,PT BSMT,1965.0,BRICK,C   ,3.0,1.0,1.0,2015-04-02
SINGLE FAMILY,630  RIES AVE,2015-01-30,109900.0,0.17,3329,18000.0,58700.0,76700.0,814.0,CRAWL,1960.0,FRAME,D   ,3.0,1.0,0.0,2015-01-30
SINGLE FAMILY,630  ROYAL OAKS PL,2014-05-05,590000.0,0.52,9026,425300.0,91400.0,516700.0,2522.0,CRAWL,1955.0,BRICK,C   ,3.0,3.0,0.0,2014-05-05
SINGLE FAMILY,630  WHISPERING HILLS DR,2015-06-23,172000.0,0.22,4028,32000.0,103300.0,135300.0,1450.0,CRAWL,1963.0,BRICK,C   ,3.0,1.0,1.0,2015-06-23
SINGLE FAMILY,630 ELAINE  DR,2016-08-02,155000.0,0.29,4026,35500.0,157000.0,192500.0,1325.0,FULL BSMT,1961.0,BRICK,C   ,3.0,1.0,1.0,2016-08-02
SINGLE FAMILY,630 HARPETH BEND  DR,2016-06-14,236500.0,0.4,6737,45000.0,106800.0,151800.0,1500.0,PT BSMT,1965.0,BRICK,C   ,3.0,1.0,1.0,2016-06-14
SINGLE FAMILY,6301  JOCELYN HOLLOW RD,2014-02-07,425400.0,2.28,4430,287500.0,299400.0,586900.0,3607.0,PT BSMT,1959.0,BRICK/FRAME,B   ,3.0,3.0,0.0,2014-02-07
SINGLE FAMILY,6302 HIGHWAY 100,2016-08-23,335000.0,0.53,4326,70000.0,214700.0,295700.0,2407.0,CRAWL,1959.0,BRICK,C   ,2.0,2.0,0.0,2016-08-23
SINGLE FAMILY,6304  FREEDOM DR,2015-12-01,155000.0,0.27,3328,31000.0,140800.0,173500.0,1503.0,CRAWL,1967.0,BRICK,C   ,3.0,1.0,0.0,2015-12-01
SINGLE FAMILY,6304  WILDWOOD VALLEY DR,2015-01-29,425000.0,1.08,6528,204000.0,225300.0,437500.0,3460.0,CRAWL,1967.0,BRICK,B   ,5.0,4.0,0.0,2015-01-29
SINGLE FAMILY,6305  FRANKLIN DR,2016-02-18,92000.0,0.18,3329,18000.0,89500.0,107500.0,1200.0,CRAWL,1959.0,FRAME,D   ,3.0,1.0,0.0,2016-02-18
SINGLE FAMILY,6305  TORRINGTON RD,2015-09-04,860000.0,1.42,4428,170000.0,570200.0,741000.0,4616.0,CRAWL,2006.0,BRICK,X   ,4.0,4.0,1.0,2015-09-04
SINGLE FAMILY,6306  HIGHWAY 100,2015-03-12,420000.0,0.5,4326,70000.0,125700.0,196400.0,1350.0,CRAWL,1950.0,BRICK,C   ,2.0,1.0,0.0,2015-03-12
SINGLE FAMILY,6307  HENRY FORD DR,2014-04-21,181450.0,0.25,3328,31000.0,122100.0,153100.0,1766.0,CRAWL,1958.0,BRICK,C   ,2.0,1.0,0.0,2014-04-21
SINGLE FAMILY,6308  EDINBURGH DR,2015-05-22,800000.0,1.13,6526,200000.0,484200.0,723400.0,5213.58996,FULL BSMT,1980.0,BRICK,A   ,5.0,5.0,0.0,2015-05-22
SINGLE FAMILY,6308  WILDWOOD VALLEY DR,2013-03-08,579500.0,1.03,6528,204000.0,306500.0,533300.0,3702.0,CRAWL,1966.0,BRICK,B   ,4.0,3.0,1.0,2013-03-08
SINGLE FAMILY,631  AMERICAN RD,2013-08-23,125000.0,0.23,3328,31000.0,85000.0,117400.0,1007.0,CRAWL,1958.0,BRICK,C   ,3.0,1.0,0.0,2013-08-23
SINGLE FAMILY,631  MOORMANS ARM RD,2015-03-09,149900.0,0.69,3534,21000.0,160700.0,181700.0,2056.0,CRAWL,1988.0,BRICK,C   ,3.0,2.0,0.0,2015-03-09
SINGLE FAMILY,631  OLD HICKORY BLVD,2014-12-12,200000.0,0.57,6942,35000.0,125700.0,160700.0,1693.0,CRAWL,2004.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2014-12-12
SINGLE FAMILY,631  WATSONWOOD DR,2013-11-12,156000.0,0.37,4028,32000.0,116100.0,148100.0,1612.5,FULL BSMT,1957.0,BRICK,C   ,3.0,1.0,0.0,2013-11-12
SINGLE FAMILY,631 BLACKSTONE  AVE,2016-10-26,71000.0,0.26,6927,16000.0,50800.0,66800.0,800.0,CRAWL,1960.0,FRAME,C   ,2.0,1.0,0.0,2016-10-26
SINGLE FAMILY,631 HERITAGE  DR,2016-10-14,258300.0,0.48,6928,34000.0,173300.0,207300.0,2410.0,CRAWL,1974.0,BRICK,C   ,3.0,2.0,0.0,2016-10-14
SINGLE FAMILY,631 OLD LEBANON DIRT  RD,2016-08-17,342000.0,4.96,6229,79600.0,241700.0,324000.0,3430.0,PT BSMT,1981.0,FRAME/STONE,C   ,4.0,3.0,0.0,2016-08-17
SINGLE FAMILY,631 WHISPERING HILLS  DR,2016-06-24,173500.0,0.43,4028,32000.0,112900.0,144900.0,1445.0,CRAWL,1964.0,BRICK,C   ,3.0,1.0,1.0,2016-06-24
SINGLE FAMILY,6310  ROBERTSON AVE,2013-08-16,108000.0,0.17,3329,18000.0,69200.0,97300.0,912.0,CRAWL,1959.0,FRAME,C   ,3.0,1.0,0.0,2013-08-16
SINGLE FAMILY,6311  E VALLEY RD,2015-05-29,550000.0,3.64,4430,312500.0,0.0,312500.0,,,,,,,,,2015-05-29
SINGLE FAMILY,6312  ROBIN HILL RD,2014-05-14,429000.0,1.46,4430,175000.0,235600.0,410600.0,2599.0,CRAWL,1953.0,BRICK,B   ,3.0,3.0,0.0,2014-05-14
SINGLE FAMILY,6312  ST HENRY DR,2013-12-02,309750.0,0.45,4326,70000.0,201200.0,275800.0,2300.0,CRAWL,1965.0,BRICK,C   ,4.0,3.0,0.0,2013-12-02
SINGLE FAMILY,6312 JOCELYN HOLLOW  RD,2016-06-22,575000.0,1.84,4430,287500.0,139100.0,426600.0,2364.0,CRAWL,1951.0,BRICK,B   ,3.0,3.0,0.0,2016-06-22
SINGLE FAMILY,6315  BROWNLEE DR,2014-10-31,560000.0,0.91,4428,170000.0,215700.0,385700.0,3531.0,PT BSMT,1960.0,BRICK,B   ,4.0,3.0,0.0,2014-10-31
SINGLE FAMILY,6315  E VALLEY RD,2014-05-19,657500.0,3.57,4430,312500.0,204000.0,569300.0,2592.0,CRAWL,1960.0,BRICK,B   ,3.0,3.0,0.0,2014-05-19
SINGLE FAMILY,6316 ST HENRY  DR,2016-08-03,340000.0,0.43,4326,70000.0,192200.0,262200.0,3110.75,FULL BSMT,1965.0,BRICK,C   ,4.0,2.0,0.0,2016-08-03
SINGLE FAMILY,6317  BRESSLYN RD,2013-06-21,536360.0,1.21,4430,175000.0,334300.0,509300.0,2677.0,CRAWL,1952.0,BRICK,B   ,4.0,3.0,0.0,2013-06-21
SINGLE FAMILY,6317  ST HENRY DR,2014-02-21,255177.0,0.38,4326,70000.0,174100.0,244100.0,2272.0,FULL BSMT,1966.0,BRICK,C   ,3.0,3.0,0.0,2014-02-21
SINGLE FAMILY,6319  ST HENRY DR,2013-08-09,245000.0,0.36,4326,70000.0,183800.0,253800.0,2790.0,FULL BSMT,1965.0,BRICK,C   ,4.0,3.0,0.0,2013-08-09
SINGLE FAMILY,632  DUTCHMANS DR,2014-04-30,138000.0,0.28,6228,27000.0,82600.0,109600.0,1209.0,CRAWL,1973.0,BRICK,C   ,3.0,2.0,0.0,2014-04-30
SINGLE FAMILY,632  ST CLOUD DR,2013-06-03,99000.0,0.29,3928,17000.0,74000.0,91000.0,1650.0,SLAB,1976.0,BRICK,C   ,2.0,1.0,0.0,2013-06-03
SINGLE FAMILY,632  TOBYLYNN CT,2013-08-06,182000.0,0.34,4028,34000.0,109900.0,143900.0,1825.0,SLAB,1972.0,BRICK,C   ,3.0,2.0,0.0,2013-08-06
SINGLE FAMILY,632  WATSONWOOD DR,2014-09-12,230000.0,0.47,4028,32000.0,120200.0,152200.0,1588.0,PT BSMT,1959.0,BRICK,C   ,3.0,1.0,1.0,2014-09-12
SINGLE FAMILY,632  WESTBORO DR,2015-07-02,201000.0,0.21,3329,24000.0,69900.0,101900.0,759.0,CRAWL,1958.0,BRICK,C   ,3.0,1.0,0.0,2015-07-02
SINGLE FAMILY,6320  PERCY DR,2014-11-21,267500.0,0.34,4326,70000.0,153700.0,223700.0,2042.0,CRAWL,1965.0,BRICK,C   ,3.0,2.0,0.0,2014-11-21
SINGLE FAMILY,6321  HARDING PIKE,2015-05-06,475000.0,1.97,4430,287500.0,253500.0,571700.0,3042.0,CRAWL,1970.0,BRICK,B   ,4.0,3.0,0.0,2015-05-06
SINGLE FAMILY,6321  PERCY DR,2015-07-02,241000.0,0.41,4326,70000.0,139300.0,209300.0,1685.0,CRAWL,1966.0,BRICK,C   ,3.0,2.0,0.0,2015-07-02
SINGLE FAMILY,6322 PATTON  AVE,2016-09-23,174500.0,0.26,3329,24000.0,74800.0,103100.0,930.0,CRAWL,1950.0,FRAME,C   ,2.0,1.0,0.0,2016-09-23
SINGLE FAMILY,6323  E VALLEY RD,2014-05-09,725000.0,1.95,4430,287500.0,354000.0,713300.0,6071.84012,FULL BSMT,1962.0,BRICK,B   ,7.0,5.0,0.0,2014-05-09
SINGLE FAMILY,6323  PERCY DR,2015-10-30,342000.0,0.39,4326,70000.0,173900.0,243900.0,2200.0,CRAWL,1966.0,BRICK,C   ,4.0,3.0,0.0,2015-10-30
SINGLE FAMILY,6324  COLUMBIA AVE,2014-05-16,95000.0,0.2,3329,24000.0,94200.0,118200.0,912.0,CRAWL,1950.0,FRAME,C   ,3.0,1.0,0.0,2014-05-16
SINGLE FAMILY,6324  TORRINGTON RD,2015-05-21,468000.0,0.92,4428,170000.0,265900.0,436200.0,4018.0,CRAWL,1964.0,BRICK,B   ,4.0,5.0,0.0,2015-05-21
SINGLE FAMILY,6324 BRESSLYN  RD,2016-08-11,650000.0,1.84,4430,201300.0,374800.0,576100.0,3464.09998,FULL BSMT,1958.0,BRICK,B   ,3.0,3.0,1.0,2016-08-11
SINGLE FAMILY,6329  COLUMBIA AVE,2015-07-01,172500.0,0.26,3329,24000.0,91900.0,115900.0,918.0,CRAWL,1947.0,FRAME,C   ,3.0,1.0,0.0,2015-07-01
SINGLE FAMILY,633  BEL AIR DR,2015-05-29,135000.0,0.89,3027,23000.0,82100.0,105100.0,1336.0,CRAWL,1955.0,BRICK,C   ,3.0,1.0,0.0,2015-05-29
SINGLE FAMILY,633  GALAXIE DR,2016-02-24,279000.0,0.25,3328,31000.0,144400.0,175400.0,1773.63998,FULL BSMT,1963.0,BRICK,C   ,3.0,1.0,1.0,2016-02-24
SINGLE FAMILY,633  GAYLEMORE DR,2014-06-30,157500.0,1.03,6826,40000.0,115400.0,155400.0,2332.0,SLAB,1974.0,BRICK/FRAME,C   ,4.0,2.0,0.0,2014-06-30
SINGLE FAMILY,633  HIDDEN ACRES DR,2014-10-08,289000.0,0.93,6926,56300.0,179700.0,255000.0,3021.0,SLAB,1971.0,BRICK,C   ,4.0,3.0,0.0,2014-10-08
SINGLE FAMILY,633  HUNTINGTON RIDGE DR,2015-08-20,179000.0,0.27,4028,34000.0,120700.0,154700.0,1321.0,SLAB,1977.0,BRICK/FRAME,C   ,3.0,1.0,1.0,2015-08-20
SINGLE FAMILY,633  OAKLEY DR,2016-03-31,422500.0,0.59,4026,47000.0,248600.0,295600.0,1746.0,PT BSMT,1956.0,BRICK,C   ,3.0,2.0,0.0,2016-03-31
SINGLE FAMILY,633  ROCHELLE DR,2014-12-23,290000.0,0.56,4026,47000.0,194200.0,250200.0,1682.0,CRAWL,1960.0,BRICK,C   ,4.0,1.0,1.0,2014-12-23
SINGLE FAMILY,633  VINSON DR,2014-03-03,148500.0,1.07,3027,23000.0,108900.0,131900.0,1792.0,CRAWL,1960.0,BRICK,C   ,3.0,1.0,0.0,2014-03-03
SINGLE FAMILY,633 CARMEL  AVE,2016-10-28,102000.0,0.17,6927,16000.0,73800.0,91400.0,1445.0,FULL BSMT,1960.0,BRICK,C   ,2.0,1.0,1.0,2016-10-28
SINGLE FAMILY,633 HIDDEN HILL  DR,2016-05-20,155000.0,0.28,6229,22000.0,96100.0,118100.0,1406.0,CRAWL,1981.0,FRAME,C   ,4.0,2.0,0.0,2016-05-20
SINGLE FAMILY,633 RIVER ROUGE  DR,2016-07-14,392400.0,0.48,3328,48000.0,168700.0,216700.0,1909.0,CRAWL,1964.0,BRICK,C   ,3.0,1.0,1.0,2016-07-14
SINGLE FAMILY,6330  TORRINGTON RD,2013-11-27,328000.0,0.95,4428,170000.0,163100.0,333100.0,2559.0,CRAWL,1959.0,BRICK,B   ,3.0,2.0,0.0,2013-11-27
SINGLE FAMILY,6330 TORRINGTON  RD,2016-06-30,585000.0,0.95,4428,170000.0,163100.0,333100.0,2559.0,CRAWL,1959.0,BRICK,B   ,3.0,2.0,0.0,2016-06-30
SINGLE FAMILY,6334  COLUMBIA AVE,2013-03-02,110000.0,0.2,3329,24000.0,69900.0,93900.0,824.0,CRAWL,1950.0,FRAME,C   ,2.0,1.0,0.0,2013-03-02
SINGLE FAMILY,6335 ALAMO  PL,2016-09-30,200000.0,0.19,3329,24000.0,63400.0,87400.0,816.0,CRAWL,1948.0,FRAME,D   ,2.0,1.0,0.0,2016-09-30
SINGLE FAMILY,6336  ALAMO PL,2014-10-29,192000.0,0.22,3329,24000.0,87700.0,114000.0,1192.0,CRAWL,1947.0,FRAME,D   ,3.0,2.0,0.0,2014-10-29
SINGLE FAMILY,6338  ALAMO PL,2015-03-04,100000.0,0.22,3329,24000.0,54100.0,78100.0,768.0,CRAWL,1947.0,FRAME,D   ,2.0,1.0,0.0,2015-03-04
SINGLE FAMILY,634  BENTON AVE,2014-08-25,140000.0,0.18,3127,32000.0,154200.0,186200.0,1378.0,PT BSMT,1928.0,FRAME/STONE,C   ,2.0,1.0,0.0,2014-08-25
SINGLE FAMILY,634  BROOK HOLLOW RD,2016-04-14,407500.0,0.98,4429,190000.0,140300.0,340700.0,1878.0,CRAWL,1956.0,BRICK,C   ,3.0,1.0,1.0,2016-04-14
SINGLE FAMILY,634  CRIEVE RD,2014-10-21,245900.0,0.71,4026,46000.0,139500.0,185500.0,1308.0,CRAWL,1955.0,BRICK,C   ,2.0,1.0,0.0,2014-10-21
SINGLE FAMILY,634  LANE DR,2013-08-09,89900.0,0.24,3533,21000.0,60300.0,81300.0,1161.0,CRAWL,1971.0,BRICK,C   ,3.0,1.0,0.0,2013-08-09
SINGLE FAMILY,634  VERNON AVE,2015-11-03,240000.0,0.4,3329,15000.0,0.0,15000.0,,,,,,,,,2015-11-03
SINGLE FAMILY,634  W NOCTURNE DR,2015-07-29,257000.0,1.01,3534,21100.0,104500.0,125600.0,1810.0,CRAWL,1968.0,BRICK,C   ,3.0,3.0,0.0,2015-07-29
SINGLE FAMILY,634 WACO  DR,2016-06-30,250000.0,0.19,3329,18000.0,65100.0,83100.0,984.0,CRAWL,1961.0,FRAME,D   ,2.0,1.0,0.0,2016-06-30
SINGLE FAMILY,6344  COLUMBIA AVE,2013-09-13,127500.0,0.2,3329,24000.0,75000.0,99000.0,920.0,CRAWL,1950.0,FRAME,C   ,3.0,1.0,0.0,2013-09-13
SINGLE FAMILY,6345  TORRINGTON RD,2015-07-08,539000.0,1.35,4428,170000.0,319600.0,534100.0,4696.0,CRAWL,1966.0,BRICK,B   ,4.0,6.0,0.0,2015-07-08
SINGLE FAMILY,6349  BRESSLYN RD,2015-08-28,445000.0,1.12,4430,175000.0,184200.0,359200.0,1829.0,CRAWL,1956.0,BRICK,B   ,3.0,2.0,0.0,2015-08-28
SINGLE FAMILY,635  CHERYL AVE,2015-03-13,66350.0,0.17,6927,16000.0,67400.0,85400.0,1176.0,CRAWL,1948.0,FRAME,C   ,3.0,1.0,0.0,2015-03-13
SINGLE FAMILY,635  HICKS RD,2013-04-17,103000.0,0.23,6732,36000.0,106700.0,145200.0,1743.0,FULL BSMT,1971.0,BRICK,C   ,3.0,1.0,0.0,2013-04-17
SINGLE FAMILY,635  JAMES AVE,2015-05-29,159000.0,0.27,3329,18000.0,110900.0,128900.0,1467.0,CRAWL,1940.0,FRAME,C   ,2.0,1.0,0.0,2015-05-29
SINGLE FAMILY,635  STANVID DR,2014-11-20,264900.0,0.94,4830,34500.0,163600.0,203100.0,2038.5,FULL BSMT,1962.0,BRICK,C   ,3.0,1.0,1.0,2014-11-20
SINGLE FAMILY,635  WATSONWOOD DR,2013-07-25,155000.0,0.44,4028,32000.0,96200.0,128200.0,1308.0,PT BSMT,1957.0,BRICK,C   ,2.0,1.0,0.0,2013-07-25
SINGLE FAMILY,635 BIXLER  AVE,2016-10-21,126600.0,0.2,6950,18000.0,75700.0,93700.0,1000.0,CRAWL,1978.0,BRICK,C   ,3.0,1.0,0.0,2016-10-21
SINGLE FAMILY,635 CANTON  PASS,2016-10-12,153500.0,0.27,6926,25000.0,76700.0,105800.0,1373.0,CRAWL,1966.0,BRICK,C   ,3.0,1.0,0.0,2016-10-12
SINGLE FAMILY,6350 ALAMO  PL,2016-09-08,145000.0,0.22,3329,24000.0,52000.0,81800.0,768.0,CRAWL,1948.0,FRAME,D   ,3.0,1.0,0.0,2016-09-08
SINGLE FAMILY,6351  ALAMO PL,2014-06-20,128900.0,0.18,3329,24000.0,69400.0,93400.0,768.0,CRAWL,1951.0,FRAME,D   ,2.0,1.0,0.0,2014-06-20
SINGLE FAMILY,6354  TORRINGTON RD,2013-05-17,550000.0,0.94,4428,170000.0,302400.0,472400.0,3742.0,CRAWL,1960.0,BRICK,B   ,4.0,5.0,0.0,2013-05-17
