Land Use,Property Address,Sale Date,Sale Price,Acreage,Neighborhood,Land Value,Building Value,Total Value,Finished Area,Foundation Type,Year Built,Exterior Wall,Grade,Bedrooms,Full Bath,Half Bath,SaleDT
SINGLE FAMILY,1004 B  CLAY ST,2015-12-16,85000.0,0.13,226,11000.0,73200.0,84200.0,1120.0,CRAWL,1998.0,FRAME,D   ,3.0,2.0,0.0,2015-12-16
SINGLE FAMILY,1004 LAWRENCE  AVE,2016-08-01,650000.0,0.18,1626,140000.0,242200.0,382900.0,2239.0,PT BSMT,1940.0,FRAME,C   ,4.0,2.0,0.0,2016-08-01
SINGLE FAMILY,1004 OAK RIDGE  CT,2016-09-30,190000.0,0.23,6031,25000.0,111300.0,136900.0,2060.0,CRAWL,1994.0,BRICK/FRAME,C   ,3.0,3.0,0.0,2016-09-30
SINGLE FAMILY,1004 PETWAY  AVE,2016-08-03,380000.0,0.16,3628,35000.0,173900.0,212600.0,1868.0,PT BSMT,1948.0,BRICK,C   ,3.0,2.0,0.0,2016-08-03
SINGLE FAMILY,1004 POTTER  LN,2016-09-30,320000.0,0.26,3629,35000.0,162000.0,197000.0,1501.44,FULL BSMT,1958.0,BRICK,C   ,3.0,2.0,0.0,2016-09-30
SINGLE FAMILY,1004 S GRAYCROFT  AVE,2016-09-29,368000.0,1.9,6942,46000.0,152500.0,226100.0,2220.0,CRAWL,1956.0,BRICK,C   ,2.0,2.0,0.0,2016-09-29
SINGLE FAMILY,1004 SOUTHSIDE  AVE,2016-10-07,370000.0,0.13,1026,31500.0,85300.0,116800.0,1188.0,CRAWL,1972.0,BRICK,C   ,4.0,1.0,1.0,2016-10-07
SINGLE FAMILY,1005  12TH AVE S,2014-11-10,380000.0,0.2,1026,35000.0,0.0,35000.0,,,,,,,,,2014-11-10
SINGLE FAMILY,1005  9TH AVE S,2013-05-30,199900.0,0.14,1026,35000.0,0.0,35000.0,,,,,,,,,2013-05-30
SINGLE FAMILY,1005  BALMORAL DR,2013-04-01,610000.0,2.03,9529,314900.0,436600.0,751500.0,5295.0,PT BSMT,1962.0,BRICK,A   ,4.0,5.0,0.0,2013-04-01
SINGLE FAMILY,1005  BRILEY PKWY,2016-01-15,113000.0,0.22,3026,17000.0,56800.0,73800.0,759.0,CRAWL,1949.0,FRAME,C   ,2.0,1.0,0.0,2016-01-15
SINGLE FAMILY,1005  BROADMOOR DR,2016-04-27,232100.0,0.17,7332,26000.0,86700.0,116000.0,1188.0,PT BSMT,1954.0,BRICK,C   ,2.0,1.0,0.0,2016-04-27
SINGLE FAMILY,1005  CLAYTON AVE,2013-12-20,372500.0,0.18,1626,123500.0,187000.0,310500.0,1720.0,PT BSMT,1935.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2013-12-20
SINGLE FAMILY,1005  CURDWOOD BLVD,2016-01-11,330000.0,0.27,7332,30000.0,178400.0,208400.0,1860.0,CRAWL,1957.0,FRAME,C   ,3.0,2.0,1.0,2016-01-11
SINGLE FAMILY,1005  ELLISTON ST,2013-06-03,99000.0,0.09,6226,17000.0,84400.0,101400.0,898.16,FULL BSMT,1923.0,FRAME,D   ,3.0,1.0,0.0,2013-06-03
SINGLE FAMILY,1005  ELVIRA AVE,2014-10-30,113900.0,0.44,3628,22800.0,103400.0,136500.0,1170.0,CRAWL,1928.0,FRAME,C   ,2.0,2.0,0.0,2014-10-30
SINGLE FAMILY,1005  ESTURBRIDGE CT,2015-02-13,180000.0,0.31,4291,29500.0,131600.0,161100.0,2249.0,CRAWL,1987.0,BRICK/FRAME,C   ,4.0,3.0,0.0,2015-02-13
SINGLE FAMILY,1005  FITZPATRICK RD,2015-03-06,225000.0,0.67,4132,30500.0,149000.0,179500.0,2228.0,SLAB,1989.0,BRICK,C   ,3.0,3.0,0.0,2015-03-06
SINGLE FAMILY,1005  GOODBAR DR,2016-03-24,128000.0,0.33,3026,17000.0,67500.0,84500.0,899.0,CRAWL,1949.0,FRAME,C   ,2.0,1.0,0.0,2016-03-24
SINGLE FAMILY,1005  JACKSONS VALLEY RD,2015-06-25,104894.0,0.22,6229,22000.0,83500.0,106600.0,1222.0,CRAWL,1982.0,FRAME,C   ,3.0,2.0,0.0,2015-06-25
SINGLE FAMILY,1005  JONES ST,2014-07-15,163000.0,0.11,6226,27000.0,105700.0,132700.0,1050.0,CRAWL,1934.0,FRAME,C   ,3.0,1.0,0.0,2014-07-15
SINGLE FAMILY,1005  MAPLEHURST AVE,2016-01-25,310000.0,0.21,3727,152000.0,111900.0,263900.0,970.0,CRAWL,1950.0,BRICK,C   ,2.0,1.0,0.0,2016-01-25
SINGLE FAMILY,1005  MATTHEWS AVE,2015-07-16,230000.0,0.18,7332,28200.0,89100.0,117300.0,828.0,CRAWL,1948.0,BRICK,C   ,2.0,1.0,0.0,2015-07-16
SINGLE FAMILY,1005  PIERCE RD,2015-05-08,83000.0,0.22,6950,17000.0,48500.0,67400.0,672.0,CRAWL,1950.0,FRAME,C   ,2.0,1.0,0.0,2015-05-08
SINGLE FAMILY,1005  WOODMONT BLVD,2016-01-27,460000.0,0.42,3726,175000.0,162300.0,339200.0,2095.0,PT BSMT,1940.0,BRICK,C   ,3.0,1.0,1.0,2016-01-27
SINGLE FAMILY,1005 12TH  AVE S,2016-06-30,1075000.0,0.2,1026,35000.0,0.0,35000.0,,,,,,,,,2016-06-30
SINGLE FAMILY,1005 CLAYTON  AVE,2016-06-01,547139.0,0.18,1626,123500.0,187000.0,310500.0,1720.0,PT BSMT,1935.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2016-06-01
SINGLE FAMILY,1005 ELM  CT,2016-08-24,150000.0,0.29,4132,22000.0,71200.0,93200.0,1000.0,CRAWL,1981.0,BRICK,C   ,3.0,1.0,0.0,2016-08-24
SINGLE FAMILY,1005 HAROLD  DR,2016-06-09,120000.0,1.35,3026,20200.0,91500.0,111700.0,1325.0,FULL BSMT,1962.0,BRICK,C   ,4.0,1.0,1.0,2016-06-09
SINGLE FAMILY,1005 MALQUIN  DR,2016-05-06,135000.0,0.19,7332,26000.0,37100.0,63100.0,1055.0,CRAWL,1951.0,FRAME,C   ,3.0,1.0,0.0,2016-05-06
SINGLE FAMILY,1005 SHADOW  LN,2016-06-27,160000.0,0.27,3626,29900.0,109100.0,139000.0,1325.0,CRAWL,1965.0,BRICK,C   ,2.0,1.0,1.0,2016-06-27
SINGLE FAMILY,1006  10TH AVE N,2013-01-04,195000.0,0.1,126,40000.0,133200.0,173200.0,1502.0,CRAWL,2005.0,FRAME,C   ,3.0,2.0,0.0,2013-01-04
SINGLE FAMILY,1006  BROADMOOR DR,2016-03-17,271000.0,0.2,7332,26000.0,132300.0,162700.0,2009.0,PT BSMT,1957.0,BRICK,C   ,3.0,1.0,1.0,2016-03-17
SINGLE FAMILY,1006  CALDWELL AVE,2013-10-31,633750.0,0.2,1626,140000.0,434000.0,584400.0,3120.0,CRAWL,2013.0,FRAME,B   ,4.0,3.0,0.0,2013-10-31
SINGLE FAMILY,1006  CAROLYN AVE,2016-02-04,219300.0,0.28,3628,30000.0,177500.0,207500.0,1390.0,FULL BSMT,1933.0,STONE,C   ,3.0,2.0,0.0,2016-02-04
SINGLE FAMILY,1006  DOUGLAS AVE,2015-09-28,85000.0,0.18,3628,16400.0,48900.0,65300.0,950.0,CRAWL,1949.0,FRAME,C   ,2.0,1.0,0.0,2015-09-28
SINGLE FAMILY,1006  GILLOCK ST,2013-08-23,165000.0,0.2,7332,30000.0,97000.0,127000.0,1044.0,CRAWL,2008.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2013-08-23
SINGLE FAMILY,1006  HIGHLAND CIR,2015-11-09,117728.0,0.99,6929,28000.0,65700.0,93700.0,1000.0,CRAWL,1959.0,BRICK,C   ,2.0,1.0,0.0,2015-11-09
SINGLE FAMILY,1006  IVERSON AVE,2015-03-30,190000.0,0.19,3628,33600.0,143300.0,181100.0,2386.0,FULL BSMT,1935.0,STONE,C   ,3.0,2.0,0.0,2015-03-30
SINGLE FAMILY,1006  KIRBY AVE,2014-08-15,109000.0,0.22,3026,17000.0,57300.0,74300.0,768.0,CRAWL,1949.0,FRAME,C   ,2.0,1.0,0.0,2014-08-15
SINGLE FAMILY,1006  LOOBY CIR,2015-06-24,110000.0,0.1,226,11000.0,70000.0,81000.0,993.0,CRAWL,1993.0,FRAME,C   ,3.0,2.0,0.0,2015-06-24
SINGLE FAMILY,1006  MAPLEWOOD PL,2016-04-01,305000.0,0.71,7332,40500.0,163300.0,210500.0,3693.0,PT BSMT,1950.0,BRICK/FRAME,C   ,5.0,3.0,0.0,2016-04-01
SINGLE FAMILY,1006  MASSMAN DR,2013-07-10,104000.0,0.61,3026,16500.0,144800.0,161300.0,3004.0,FULL BSMT,1960.0,BRICK,C   ,3.0,2.0,1.0,2013-07-10
SINGLE FAMILY,1006  N 2ND ST,2015-03-02,160000.0,0.16,2026,27000.0,41100.0,69900.0,992.0,CRAWL,1957.0,BRICK,C   ,3.0,1.0,0.0,2015-03-02
SINGLE FAMILY,1006  OZARK ST,2015-05-19,429000.0,0.17,2328,25000.0,327800.0,352800.0,2564.0,CRAWL,2015.0,FRAME,B   ,4.0,3.0,0.0,2015-05-19
SINGLE FAMILY,1006  VILLA PL,2014-07-18,517000.0,0.15,1026,60000.0,287800.0,347800.0,2507.0,CRAWL,1976.0,BRICK,C   ,4.0,3.0,0.0,2014-07-18
SINGLE FAMILY,1006  W EASTLAND AVE,2013-04-12,300000.0,0.23,1926,35000.0,260400.0,295400.0,2065.5,CRAWL,1920.0,FRAME,B   ,3.0,3.0,0.0,2013-04-12
SINGLE FAMILY,1006  WADE AVE,2015-12-16,310000.0,0.22,1626,80000.0,0.0,80000.0,,,,,,,,,2015-12-16
SINGLE FAMILY,1006  WOODVALE DR,2015-05-29,548900.0,0.45,3727,171000.0,342900.0,513900.0,3026.0,CRAWL,1963.0,BRICK/FRAME,C   ,3.0,3.0,0.0,2015-05-29
SINGLE FAMILY,1006 LAWRENCE  AVE,2016-05-31,775000.0,0.17,1626,140000.0,460700.0,605800.0,3496.0,CRAWL,2006.0,FRAME,B   ,4.0,3.0,1.0,2016-05-31
SINGLE FAMILY,1006 MITCHELL  RD,2016-05-04,399999.0,0.29,3629,35000.0,246700.0,281700.0,2407.0,CRAWL,1955.0,BRICK,C   ,4.0,2.0,1.0,2016-05-04
SINGLE FAMILY,1006 PERCY WARNER  BLVD,2016-07-06,245100.0,0.34,4326,70000.0,135100.0,205100.0,1535.0,CRAWL,1965.0,BRICK,C   ,3.0,2.0,0.0,2016-07-06
SINGLE FAMILY,1007  15TH AVE S,2013-03-07,560000.0,0.17,1026,60000.0,507000.0,576800.0,3765.0,PT BSMT,1910.0,BRICK,B   ,6.0,2.0,1.0,2013-03-07
SINGLE FAMILY,1007  BERRY ST,2013-06-21,89900.0,0.08,6226,17000.0,77400.0,94400.0,1171.0,CRAWL,1930.0,FRAME,D   ,3.0,1.0,0.0,2013-06-21
SINGLE FAMILY,1007  BRILEY PKWY,2015-11-30,106000.0,0.22,3026,17000.0,56800.0,75800.0,759.0,CRAWL,1949.0,FRAME,C   ,2.0,1.0,0.0,2015-11-30
SINGLE FAMILY,1007  BROADMOOR DR,2016-03-21,230000.0,0.19,7332,26000.0,68100.0,97500.0,896.0,CRAWL,1950.0,BRICK,C   ,2.0,1.0,0.0,2016-03-21
SINGLE FAMILY,1007  CALVERT ST,2013-05-09,244500.0,0.71,7332,40500.0,158100.0,215900.0,2050.5,PT BSMT,1930.0,BRICK,C   ,2.0,2.0,0.0,2013-05-09
SINGLE FAMILY,1007  CHICAMAUGA AVE,2014-08-26,200000.0,0.11,3628,35000.0,87300.0,122300.0,831.0,CRAWL,1961.0,BRICK,C   ,2.0,1.0,0.0,2014-08-26
SINGLE FAMILY,1007  CLARKE ST,2015-02-19,150000.0,0.11,6226,27000.0,93100.0,121400.0,1050.0,CRAWL,1928.0,FRAME,C   ,3.0,1.0,0.0,2015-02-19
SINGLE FAMILY,1007  DOZIER PL,2013-08-16,127500.0,0.14,3628,28000.0,80100.0,108100.0,768.0,CRAWL,1950.0,FRAME,C   ,2.0,1.0,0.0,2013-08-16
SINGLE FAMILY,1007  ELVIRA AVE,2014-06-24,155000.0,0.44,3628,22800.0,106100.0,138900.0,1054.0,CRAWL,1928.0,FRAME,C   ,2.0,2.0,0.0,2014-06-24
SINGLE FAMILY,1007  GRAYBAR LN,2014-08-20,538000.0,0.46,3726,201300.0,181500.0,386700.0,2194.5,PT BSMT,1945.0,BRICK,C   ,3.0,2.0,0.0,2014-08-20
SINGLE FAMILY,1007  HALCYON AVE,2016-02-19,1388020.0,0.17,1626,140000.0,692300.0,844000.0,4164.5,CRAWL,1910.0,FRAME,B   ,5.0,3.0,1.0,2016-02-19
SINGLE FAMILY,1007  HIGHLAND CIR,2014-08-22,142900.0,1.04,6929,30200.0,86100.0,116300.0,1573.0,FULL BSMT,1959.0,BRICK,C   ,2.0,1.0,0.0,2014-08-22
SINGLE FAMILY,1007  JOSEPH AVE,2013-05-30,237500.0,0.16,2026,27000.0,206000.0,233000.0,2208.25,CRAWL,2013.0,FRAME,C   ,3.0,2.0,1.0,2013-05-30
SINGLE FAMILY,1007  KIPLING DR,2014-05-29,85500.0,0.22,3026,17000.0,49700.0,71600.0,744.0,CRAWL,1948.0,FRAME,C   ,2.0,1.0,0.0,2014-05-29
SINGLE FAMILY,1007  MCCLURKAN AVE,2013-02-08,144000.0,0.17,3628,30000.0,115200.0,149400.0,1488.0,PT BSMT,1948.0,FRAME,C   ,3.0,1.0,0.0,2013-02-08
SINGLE FAMILY,1007  N 16TH ST,2015-07-15,250000.0,0.19,2726,60300.0,200300.0,272000.0,1642.80002,PT BSMT,1935.0,STONE,C   ,3.0,2.0,0.0,2015-07-15
SINGLE FAMILY,1007  PENNOCK AVE,2013-03-28,119000.0,0.17,2026,27000.0,99700.0,127900.0,963.0,CRAWL,1975.0,BRICK,C   ,2.0,1.0,0.0,2013-03-28
SINGLE FAMILY,1007  PERCY WARNER BLVD,2013-06-27,250000.0,0.39,4326,70000.0,168100.0,238100.0,2305.5,FULL BSMT,1965.0,BRICK,C   ,4.0,1.0,1.0,2013-06-27
SINGLE FAMILY,1007  SPAIN AVE,2015-01-29,125000.0,0.19,3628,28000.0,36000.0,64000.0,784.0,CRAWL,1935.0,STUCCO,C   ,2.0,1.0,0.0,2015-01-29
SINGLE FAMILY,1007  STOCKELL ST,2015-09-01,212000.0,0.19,2026,27000.0,100300.0,127300.0,936.0,CRAWL,1930.0,FRAME,C   ,2.0,2.0,0.0,2015-09-01
SINGLE FAMILY,1007  STONEWALL DR,2013-01-23,550000.0,1.36,9529,272700.0,468800.0,741500.0,6395.19217,PT BSMT,1952.0,BRICK,B   ,5.0,4.0,1.0,2013-01-23
SINGLE FAMILY,1007  VIRGINIA AVE,2015-04-30,404000.0,0.51,7332,40500.0,277400.0,317900.0,3038.46002,PT BSMT,1933.0,BRICK,C   ,5.0,2.0,0.0,2015-04-30
SINGLE FAMILY,1007 BERRY  ST,2016-05-26,135000.0,0.08,6226,17000.0,77400.0,94400.0,1171.0,CRAWL,1930.0,FRAME,D   ,3.0,1.0,0.0,2016-05-26
SINGLE FAMILY,1007 DEW  ST,2016-08-12,130000.0,0.17,2328,25000.0,39500.0,64500.0,720.0,CRAWL,1950.0,FRAME,D   ,2.0,1.0,0.0,2016-08-12
SINGLE FAMILY,1007 JOSEPH  AVE,2016-06-30,349900.0,0.16,2026,27000.0,206000.0,233000.0,2208.25,CRAWL,2013.0,FRAME,C   ,3.0,2.0,1.0,2016-06-30
SINGLE FAMILY,1007 MAPLEHURST  AVE,2016-09-16,355000.0,0.24,3727,190000.0,120300.0,310300.0,1194.0,CRAWL,1935.0,BRICK,C   ,2.0,1.0,0.0,2016-09-16
SINGLE FAMILY,1007 N 16TH ST,2016-03-03,426400.0,0.19,2726,60300.0,200300.0,272000.0,1642.80002,PT BSMT,1935.0,STONE,C   ,3.0,2.0,0.0,2016-03-03
SINGLE FAMILY,1007 RIVERSIDE  RD,2016-05-09,629000.0,0.34,6226,105000.0,240400.0,351100.0,3401.0,FULL BSMT,1969.0,FRAME,B   ,4.0,3.0,1.0,2016-05-09
SINGLE FAMILY,1008  57TH AVE N,2015-04-14,140000.0,0.15,1228,30000.0,0.0,30000.0,,,,,,,,,2015-04-14
SINGLE FAMILY,1008  ACKLEN AVE,2016-01-19,625000.0,0.17,1626,140000.0,269500.0,413700.0,2487.5,CRAWL,1930.0,CONC BLK,C   ,4.0,2.0,1.0,2016-01-19
SINGLE FAMILY,1008  CHICAMAUGA AVE,2015-07-07,312000.0,0.17,3628,35000.0,140700.0,183500.0,1294.0,FULL BSMT,1899.0,FRAME,C   ,3.0,2.0,0.0,2015-07-07
SINGLE FAMILY,1008  CLEARVIEW DR,2015-08-06,1225000.0,0.45,3227,240000.0,753200.0,993200.0,4208.0,CRAWL,2015.0,BRICK,B   ,4.0,4.0,1.0,2015-08-06
SINGLE FAMILY,1008  DEW ST,2013-07-26,129900.0,0.17,2328,25000.0,75900.0,100900.0,736.0,CRAWL,1951.0,FRAME,D   ,2.0,1.0,0.0,2013-07-26
SINGLE FAMILY,1008  DONOHO DR,2015-06-10,173500.0,0.24,6231,26000.0,121500.0,147500.0,1457.0,CRAWL,1999.0,FRAME,C   ,3.0,2.0,0.0,2015-06-10
SINGLE FAMILY,1008  EDWIN WARNER DR,2016-04-27,260000.0,0.34,4326,70000.0,141900.0,212900.0,1947.0,CRAWL,1965.0,BRICK,C   ,3.0,2.0,0.0,2016-04-27
SINGLE FAMILY,1008  FAIRWIN AVE,2015-06-05,359900.0,0.23,3628,30000.0,126600.0,156600.0,1890.0,FULL BSMT,1933.0,BRICK,C   ,3.0,2.0,0.0,2015-06-05
SINGLE FAMILY,1008  GILLOCK ST,2015-07-31,165000.0,0.2,7332,30000.0,209600.0,239600.0,2147.25,CRAWL,1938.0,FRAME,C   ,4.0,3.0,0.0,2015-07-31
SINGLE FAMILY,1008  HADLEY AVE,2014-03-25,169900.0,0.29,6226,17000.0,162100.0,179100.0,1798.0,CRAWL,1955.0,BRICK,C   ,3.0,2.0,,2014-03-25
SINGLE FAMILY,1008  MALQUIN DR,2016-03-01,156900.0,0.2,7332,26000.0,117300.0,143300.0,1275.0,FULL BSMT,1950.0,BRICK,C   ,2.0,1.0,0.0,2016-03-01
SINGLE FAMILY,1008  MERIDIAN ST,2014-11-25,210000.0,0.19,2026,27000.0,147000.0,174000.0,1596.0,CRAWL,1930.0,BRICK,C   ,3.0,2.0,0.0,2014-11-25
SINGLE FAMILY,1008  MILESDALE DR,2014-09-18,359000.0,0.43,3727,200000.0,127600.0,327600.0,1662.0,PT BSMT,1955.0,BRICK,B   ,3.0,1.0,1.0,2014-09-18
SINGLE FAMILY,1008  MONTROSE AVE,2013-04-16,341500.0,0.18,1626,140000.0,191200.0,331200.0,1524.0,CRAWL,1928.0,FRAME,C   ,3.0,1.0,0.0,2013-04-16
SINGLE FAMILY,1008  NORFLEET DR,2014-08-21,572000.0,1.03,9529,200000.0,351400.0,551400.0,3342.0,SLAB,1953.0,BRICK,B   ,4.0,3.0,1.0,2014-08-21
SINGLE FAMILY,1008  SOLLEY DR,2013-02-01,136500.0,0.21,7332,29900.0,133700.0,169100.0,1600.0,CRAWL,1951.0,BRICK,C   ,2.0,1.0,0.0,2013-02-01
SINGLE FAMILY,1008  TRICE DR,2016-04-29,200000.0,0.15,1228,30000.0,60800.0,91300.0,1472.0,CRAWL,1954.0,FRAME,C   ,3.0,1.0,0.0,2016-04-29
SINGLE FAMILY,1008  WESTCHESTER DR,2015-10-15,144330.0,0.98,6931,30000.0,158900.0,188900.0,2147.0,CRAWL,1956.0,BRICK,C   ,3.0,2.0,1.0,2015-10-15
SINGLE FAMILY,1008 9TH  AVE S,2016-06-08,400000.0,0.18,1026,35000.0,0.0,35000.0,,,,,,,,,2016-06-08
SINGLE FAMILY,1008 CLARKE  ST,2016-09-14,105500.0,0.1,6226,27000.0,108800.0,136900.0,1424.0,CRAWL,1928.0,FRAME,C   ,3.0,1.0,0.0,2016-09-14
SINGLE FAMILY,1008 HADLEY  AVE,2016-10-19,210000.0,0.29,6226,17000.0,162100.0,179100.0,1798.0,CRAWL,1955.0,BRICK,C   ,3.0,2.0,,2016-10-19
SINGLE FAMILY,1008 JACKSONS VALLEY  RD,2016-10-14,149500.0,0.27,6229,22000.0,77200.0,99200.0,1066.0,CRAWL,1982.0,FRAME,C   ,2.0,2.0,0.0,2016-10-14
SINGLE FAMILY,1008 MALQUIN  DR,2016-05-31,240000.0,0.2,7332,26000.0,117300.0,143300.0,1275.0,FULL BSMT,1950.0,BRICK,C   ,2.0,1.0,0.0,2016-05-31
SINGLE FAMILY,1008 NORFLEET  DR,2016-09-13,620000.0,1.03,9529,200000.0,351400.0,551400.0,3342.0,SLAB,1953.0,BRICK,B   ,4.0,3.0,1.0,2016-09-13
SINGLE FAMILY,1008 SHARPE  AVE,2016-07-15,225000.0,0.19,3628,26000.0,90600.0,119900.0,1696.5,FULL BSMT,1925.0,FRAME,C   ,3.0,2.0,0.0,2016-07-15
SINGLE FAMILY,1008 WOOD DUCK  CT,2016-06-23,218500.0,0.23,4132,23500.0,101400.0,124900.0,1626.0,CRAWL,1986.0,BRICK/FRAME,C   ,3.0,2.0,1.0,2016-06-23
SINGLE FAMILY,1009  12TH AVE S,2015-10-28,400000.0,0.18,1026,35000.0,0.0,35000.0,,,,,,,,,2015-10-28
SINGLE FAMILY,1009  AINSWORTH CIR,2015-07-27,190000.0,0.26,6027,27500.0,118100.0,145600.0,2192.0,CRAWL,1989.0,BRICK/FRAME,C   ,3.0,3.0,0.0,2015-07-27
SINGLE FAMILY,1009  ARCADIA CT,2015-11-30,135000.0,0.2,6027,27500.0,75000.0,102500.0,1134.0,CRAWL,1986.0,BRICK/FRAME,C   ,3.0,2.0,0.0,2015-11-30
SINGLE FAMILY,1009  BATE AVE,2015-05-07,638672.0,0.16,1626,140000.0,391900.0,543800.0,2766.0,CRAWL,2015.0,FRAME,B   ,4.0,3.0,0.0,2015-05-07
SINGLE FAMILY,1009  CAROLYN AVE,2016-04-29,450000.0,0.23,3628,30000.0,268100.0,298100.0,2404.75,PT BSMT,1936.0,BRICK,C   ,3.0,2.0,1.0,2016-04-29
SINGLE FAMILY,1009  CHICAMAUGA AVE,2015-04-30,160000.0,0.17,3628,35000.0,61300.0,96300.0,1295.0,CRAWL,1961.0,BRICK,C   ,4.0,2.0,0.0,2015-04-30
SINGLE FAMILY,1009  DEBOW ST,2014-11-21,70000.0,0.17,6226,17000.0,57200.0,74200.0,851.0,FULL BSMT,1933.0,FRAME,D   ,3.0,1.0,0.0,2014-11-21
SINGLE FAMILY,1009  DEW ST,2013-12-06,97500.0,0.12,2328,25000.0,95800.0,120800.0,972.0,CRAWL,1950.0,FRAME,D   ,3.0,1.0,0.0,2013-12-06
SINGLE FAMILY,1009  ESTURBRIDGE CT,2014-03-13,179900.0,0.26,4291,29500.0,129600.0,159100.0,2432.0,CRAWL,1987.0,BRICK/FRAME,C   ,3.0,3.0,0.0,2014-03-13
SINGLE FAMILY,1009  GLENVIEW DR,2015-08-21,450000.0,0.17,2328,25000.0,249300.0,274300.0,1824.0,PT BSMT,2015.0,FRAME,B   ,3.0,2.0,1.0,2015-08-21
SINGLE FAMILY,1009  HORSESHOE DR,2015-07-17,222500.0,0.23,7332,30000.0,108400.0,142100.0,1411.20001,FULL BSMT,1946.0,BRICK,C   ,3.0,2.0,0.0,2015-07-17
SINGLE FAMILY,1009  HUNTERS MEADOW LN,2015-04-02,151900.0,0.19,7332,28200.0,74600.0,102800.0,838.0,CRAWL,1999.0,FRAME,C   ,2.0,2.0,0.0,2015-04-02
SINGLE FAMILY,1009  IVERSON AVE,2014-04-11,309950.0,0.16,3628,33600.0,258600.0,292200.0,1656.0,FULL BSMT,1930.0,BRICK,B   ,3.0,3.0,0.0,2014-04-11
SINGLE FAMILY,1009  JACKSONS VALLEY RD,2016-02-02,132000.0,0.2,6229,22000.0,67800.0,91800.0,987.0,CRAWL,1982.0,FRAME,C   ,3.0,1.0,0.0,2016-02-02
SINGLE FAMILY,1009  LENORE ST,2013-08-14,151000.0,0.12,2328,25000.0,132800.0,162900.0,1200.0,CRAWL,1953.0,FRAME,D   ,3.0,1.0,0.0,2013-08-14
SINGLE FAMILY,1009  MAYNOR AVE,2013-07-26,219000.0,0.2,3628,33600.0,158400.0,192000.0,1889.5,FULL BSMT,1940.0,BRICK,C   ,3.0,2.0,1.0,2013-07-26
SINGLE FAMILY,1009  MCCLURKAN AVE,2014-12-12,324000.0,0.17,3628,30000.0,253500.0,283500.0,2010.0,CRAWL,2014.0,FRAME,B   ,3.0,3.0,0.0,2014-12-12
SINGLE FAMILY,1009  MITCHELL RD,2016-04-08,294000.0,0.73,3629,40000.0,151000.0,194400.0,2696.5,FULL BSMT,1955.0,BRICK,C   ,4.0,2.0,0.0,2016-04-08
SINGLE FAMILY,1009  MONROE ST,2016-03-16,170000.0,0.19,126,40000.0,229100.0,269100.0,2795.375,PT BSMT,1900.0,BRICK,C   ,4.0,3.0,0.0,2016-03-16
SINGLE FAMILY,1009  N GRAYCROFT AVE,2014-07-14,99495.0,0.66,6929,26500.0,91700.0,118200.0,1475.0,CRAWL,1959.0,BRICK,C   ,3.0,1.0,0.0,2014-07-14
SINGLE FAMILY,1009  NORCROSS DR,2014-02-21,171000.0,0.94,3026,16500.0,119900.0,136400.0,2995.0,FULL BSMT,1959.0,BRICK,C   ,4.0,1.0,1.0,2014-02-21
SINGLE FAMILY,1009  S GRAYCROFT AVE,2015-05-18,163900.0,0.95,6942,35000.0,128600.0,163600.0,1876.0,CRAWL,1959.0,BRICK,C   ,3.0,1.0,1.0,2015-05-18
SINGLE FAMILY,1009  SHARPE AVE,2014-07-11,390000.0,0.18,3628,26000.0,272400.0,308500.0,2000.0,CRAWL,2012.0,FRAME,B   ,3.0,2.0,0.0,2014-07-11
SINGLE FAMILY,1009  SHELBY AVE,2013-07-11,135750.0,0.14,2326,85000.0,77400.0,162400.0,1058.0,CRAWL,1950.0,BRICK,C   ,3.0,1.0,0.0,2013-07-11
SINGLE FAMILY,1009  STOCKELL ST,2014-02-13,253690.0,0.19,2026,27000.0,209000.0,236000.0,2108.0,CRAWL,1930.0,FRAME,C   ,3.0,2.0,1.0,2014-02-13
SINGLE FAMILY,1009  THYME CT,2015-06-23,365000.0,0.48,4027,60000.0,210000.0,270000.0,2273.0,CRAWL,1988.0,BRICK/FRAME,B   ,4.0,3.0,0.0,2015-06-23
SINGLE FAMILY,1009  W EASTLAND AVE,2014-08-18,175000.0,0.17,1926,35000.0,364400.0,399400.0,2491.0,PT BSMT,1930.0,BRICK/FRAME,B   ,4.0,3.0,1.0,2014-08-18
SINGLE FAMILY,1009  WESTCHESTER DR,2015-08-20,81500.0,0.32,6931,25000.0,64000.0,89000.0,975.0,CRAWL,1956.0,BRICK,C   ,2.0,1.0,0.0,2015-08-20
SINGLE FAMILY,1009 12TH  AVE N,2016-08-16,260000.0,0.21,326,18000.0,68000.0,86000.0,1764.0,CRAWL,1920.0,FRAME,D   ,3.0,2.0,0.0,2016-08-16
SINGLE FAMILY,1009 GLENVIEW  DR,2016-10-31,475000.0,0.17,2328,25000.0,249300.0,274300.0,1824.0,PT BSMT,2015.0,FRAME,B   ,3.0,2.0,1.0,2016-10-31
SINGLE FAMILY,1009 IVERSON  AVE,2016-08-22,355000.0,0.16,3628,33600.0,258600.0,292200.0,1656.0,FULL BSMT,1930.0,BRICK,B   ,3.0,3.0,0.0,2016-08-22
